id,response_number,response,prob,logprob
923,4,"

def solve(str1, str2):
    m = len(str1)
    n = len(str2)

    dp = [[0 for x in range(n + 1)] for x in range(m + 1)]

    for i in range(m + 1):
        for j in range(n + 1):
            if i == 0 or j == 0:
                dp[i][j] = 0
            elif str1[i - 1] == str2[j - 1]:
                dp[i][j] = dp[i - 1][j - 1] + 1
            else:
                dp[i][j] = max(dp[i - 1][j], dp[i][j - 1])

    lcs = dp[m][n]
    return m + n - lcs",0.9607,-6.858304336619001
923,5,"

def solve(str1, str2):
    m = len(str1)
    n = len(str2)
    dp = [[0 for j in range(n+1)] for i in range(m+1)]
    for i in range(1, m+1):
        for j in range(1, n+1):
            if str1[i-1] == str2[j-1]:
                dp[i][j] = dp[i-1][j-1] + 1
            else:
                dp[i][j] = max(dp[i-1][j], dp[i][j-1])
    return m + n - dp[m][n]",0.9429,-8.170407946113802
924,1,"

def solve(num1, num2):
    if num1 > num2:
        return num1
    else:
        return num2",0.9636,-1.075898062987
924,2,"

def solve(num1, num2):
    if num1 > num2:
        return num1
    else:
        return num2",0.9636,-1.075898062987
924,3,"

def solve(num1, num2):
    if num1 > num2:
        return num1
    else:
        return num2",0.9636,-1.075898062987
924,4,"

def solve(num1, num2):
    if num1 > num2:
        return num1
    else:
        return num2",0.9636,-1.075898062987
924,5,"

def solve(a, b):
    if a > b:
        return a
    else:
        return b",0.9257,-1.7756222612980002
925,1,"

def solve(tuple):
    product = 1
    for num in tuple:
        product *= num
    return product",0.9365,-1.6400790695880003
925,2,"

def solve(tup):
    product = 1
    for num in tup:
        product *= num
    return product",0.9227,-2.0907830242105
925,3,"

def solve(tup):
    prod = 1
    for num in tup:
        prod *= num
    return prod",0.905,-2.5945573672955
925,4,"

def solve(tuple):
    product = 1
    for num in tuple:
        product *= num
    return product",0.9365,-1.6400790695880003
925,5,"

def solve(numbers):
    product = 1
    for num in numbers:
        product *= num
    return product",0.8942,-2.7958710504493
926,1,"

def solve(n):
    if n == 1 or n == 2:
        return 1
    else:
        return solve(n-1) + solve(n-2)",0.9433,-2.217419339128
926,2,"

def solve(n):
    if n == 0:
        return 0
    elif n == 1:
        return 1
    else:
        return solve(n-1) + solve(n-2)",0.9352,-3.0136618458170004
926,3,"

def solve(n):
    if n == 1:
        return 1
    elif n == 2:
        return 2
    else:
        return solve(n-1) + solve(n-2)",0.9404,-2.764251467008
926,4,"

def solve(n): 
    if n==1 or n==2: 
        return 1
    else: 
        return solve(n-1)+solve(n-2)",0.7914,-8.887883811330003
926,5,"

def solve(n):
    if n == 1:
        return 1
    elif n == 2:
        return 2
    else:
        return solve(n-1) + solve(n-2)",0.9404,-2.764251467008
927,1,"

def solve(root):
    if root is None:
        return 0
    else:
        return max(solve(root.left), solve(root.right)) + 1",0.9306,-2.4464832367840006
927,2,"

def solve(root):
    if root is None:
        return 0
    else:
        return max(solve(root.left), solve(root.right)) + 1",0.9306,-2.4464832367840006
927,3,"

def solve(root):
    if root is None:
        return 0
    else:
        left_height = solve(root.left)
        right_height = solve(root.right)
        return max(left_height, right_height) + 1",0.9394,-2.938482174636001
927,4,"

def solve(root):
    if root is None:
        return 0
    else:
        left_height = solve(root.left)
        right_height = solve(root.right)
        
        if left_height > right_height:
            return left_height + 1
        else:
            return right_height + 1",0.9265,-4.733556120317001
927,5,"

def solve(root):
    if root is None:
        return 0
    else:
        left_height = solve(root.left)
        right_height = solve(root.right)
        if left_height > right_height:
            return left_height + 1
        else:
            return right_height + 1",0.9112,-5.6695989238180005
928,1,"

def solve(date):
    return date.split(""-"")[2] + ""-"" + date.split(""-"")[1] + ""-"" + date.split(""-"")[0]",0.822,-6.076943450361001
928,2,"

def solve(date):
    new_date = date.split(""-"")
    return new_date[2] + ""-"" + new_date[1] + ""-"" + new_date[0]",0.8681,-5.090170300774001
928,3,"

def solve(date):
    split_date = date.split('-')
    new_date = split_date[2] + '-' + split_date[1] + '-' + split_date[0]
    return new_date",0.8874,-5.017331172083001
928,4,"

def solve(date):
  date_parts = date.split(""-"")
  day = date_parts[2]
  month = date_parts[1]
  year = date_parts[0]
  return ""{}-{}-{}"".format(day, month, year)",0.7955,-11.670118347973698
928,5,"

def solve(date):
    date_lst = date.split(""-"")
    return date_lst[2]+""-""+date_lst[1]+""-""+date_lst[0]",0.7756,-8.133359085763
929,1,"

def solve(tup):
    count_dict = {}
    for item in tup:
        if item in count_dict:
            count_dict[item] += 1
        else:
            count_dict[item] = 1
    return count_dict",0.9289,-3.615080806279
929,2,"

def solve(tup):
    count = {}
    for item in tup:
        if item in count:
            count[item] += 1
        else:
            count[item] = 1
    return {k: v for k, v in count.items() if v > 1}",0.9076,-5.914100379332499
929,3,"

def solve(tuple_input):
    count_dict = {}
    for item in tuple_input:
        if item in count_dict:
            count_dict[item] += 1
        else:
            count_dict[item] = 1
    count_list = []
    for key, value in count_dict.items():
        if value > 1:
            count_list.append((key, value))
    return count_list",0.8997,-8.5652181815605
929,4,"

def solve(tup):
    count = {}
    for item in tup:
        if item in count:
            count[item] += 1
        else:
            count[item] = 1
    return {key: value for key, value in count.items() if value > 1}",0.9066,-5.980008502748498
929,5,"

def solve(t):
    count_dict = {}
    for item in t:
        if item in count_dict:
            count_dict[item] += 1
        else:
            count_dict[item] = 1
    return count_dict",0.8792,-6.1805008307339975
930,1,"

import re

def solve(text):
    pattern = r""a*b*""
    # ""a"" followed by zero or more ""b's""
    # ""a"" can be followed by any number of ""b's""
    # ""a"" does not have to be followed by ""b""
    # ""b"" can appear zero or more times
    match = re.findall(pattern, text)
    # returns a list of all matches found in the text
    if match:
        print(""Match found!"")
    else:
        print(""No match found."")
    return match

# Example usage:
solve(""ab"")  # Output: [""ab""]
solve(""ac"")  # Output: [""a""]
solve(""abb"")  # Output: [""abb"", ""ab"", ""a""]
solve(""ba"")  # Output: [""a""]
solve(""bbb"")  # Output: [""b"", """", ""bb"", ""b"", ""bb"", ""b"", ""b"", ""b"", ""b"", ""b"", ""b"", ""b"", ""b"", ""b"", ""b"", ""b""]",0.6531,-96.72368730185006
930,2,"

import re
def solve(string):
    pattern = r'a[b]*'
    if re.search(pattern, string):
        return True
    else:
        return False",0.8264,-6.484694237283999
930,3,"

import re

def solve(string):
    pattern = ""ab*""
    matches = re.findall(pattern, string)
    if matches:
        return True
    else:
        return False",0.8551,-5.949841301448
930,4,"

def solve(string):
    pattern = r'a[b]*'
    match = re.search(pattern, string)
    if match:
        return True
    else:
        return False",0.8417,-6.2027175351100015
930,5,"

import re

def solve(string):
    pattern = r""a*b*""
    if re.search(pattern, string):
        return True
    else:
        return False",0.8374,-6.03540916684
931,1,"

def solve(n):
    sum = 0
    for i in range(1, n+1):
        sum += i**3
    return sum",0.9721,-0.9343305589080002
931,2,"

def solve(n):
    sum = 0
    for i in range(1, n+1):
        sum += i**3
    return sum",0.9721,-0.9343305589080002
931,3,"

def solve(n):
    sum = 0
    for i in range(1, n+1):
        sum += i**3
    return sum",0.9721,-0.9343305589080002
931,4,"

def solve(n):
    sum = 0
    for i in range(1,n+1):
        sum += i**3
    return sum",0.9394,-1.999618891767
931,5,"

def solve(n):
    sum = 0
    for i in range(1, n+1):
        sum += i**3
    return sum",0.9721,-0.9343305589080002
932,1,"

def solve(lst):
    new_lst = []
    for word in lst:
        if word not in new_lst:
            new_lst.append(word)
    return new_lst",0.8981,-3.652681501825499
932,2,"

def solve(words):
  unique_words = []
  for word in words:
    if word not in unique_words:
      unique_words.append(word)
  return unique_words",0.8584,-5.190542350645
932,3,"

def solve(words):
    unique_words = []
    for word in words:
        if word not in unique_words:
            unique_words.append(word)
    return unique_words",0.9384,-2.1629936655169995
932,4,"

def solve(words):
    unique_words = []
    for word in words:
        if word not in unique_words:
            unique_words.append(word)
    return unique_words",0.9384,-2.1629936655169995
932,5,"

def solve(words):
    unique_words = []
    for word in words:
        if word not in unique_words:
            unique_words.append(word)
    return unique_words",0.9384,-2.1629936655169995
933,1,"

def solve(camel_case):
    snake_case = re.sub('((?<=[a-z])[A-Z]|(?!^)[A-Z](?=[a-z]))', r'_\1', camel_case).lower()
    return snake_case",0.824,-9.677589788557004
933,2,"

def solve(camel_case):
    snake_case = re.sub('(.)([A-Z][a-z]+)', r'\1_\2', camel_case)
    snake_case = re.sub('([a-z0-9])([A-Z])', r'\1_\2', snake_case).lower()
    return snake_case",0.921,-5.515298140809198
933,3,"

def solve(camel_case):
    snake_case = re.sub('(.)([A-Z][a-z]+)', r'\1_\2', camel_case)
    return re.sub('([a-z0-9])([A-Z])', r'\1_\2', snake_case).lower()",0.9258,-4.705962218626298
933,4,"

def solve(string):
    return re.sub('([a-z0-9])([A-Z])', r'\1_\2', string).lower()",0.8216,-6.286218814687501
933,5,"

def solve(camel_case_string):
    snake_case_string = re.sub('(.)([A-Z][a-z]+)', r'\1_\2', camel_case_string)
    return re.sub('([a-z0-9])([A-Z])', r'\1_\2', snake_case_string).lower()",0.9319,-4.582830752119303
934,1,"
def solve(n):
    if n == 0:
        return 1
    elif n == 1:
        return 3
    else:
        return (2*n+1)*solve(n-1) + (n-1)*solve(n-2)",0.8473,-9.276942196543
934,2,"

def solve(n):
    if n == 0:
        return 1
    if n == 1:
        return 3
    if n == 2:
        return 13
    return (2 * solve(n-1)) + solve(n-2) + solve(n-3)",0.8515,-10.128039582057
934,3,"

def solve(n):
    if n == 0:
        return 1
    elif n == 1:
        return 3
    else:
        return 2 * solve(n-1) + solve(n-2) + 2",0.9069,-4.986543684322
934,4,"
def solve(n):
    if n == 0:
        return 1
    else:
        return (2*n+1)*solve(n-1) + solve(n-2)",0.7679,-10.302132802128
934,5,"

def solve(n):
    if n == 0:
        return 1
    elif n == 1:
        return 3
    else:
        return solve(n-1) + 2*solve(n-2) + solve(n-3)",0.9325,-3.772281419106
935,1,"

def solve(n):
    sum = 0
    for i in range(1,n+1):
        sum += i**2
    return sum",0.9298,-2.3302386191710007
935,2,"

def solve(n):
    sum = 0
    
    for i in range(1,n+1):
        sum += i**2
        
    return sum",0.763,-8.6570579930705
935,3,"

def solve(n):
    sum = 0
    for i in range(1, n+1):
        sum += i*i
    return sum",0.9321,-2.2483867707860004
935,4,"

def solve(n):
    sum = 0
    for i in range(1,n+1):
        sum += i**2
    return sum",0.9298,-2.3302386191710007
935,5,"

def solve(n):
    sum = 0
    for i in range(1,n+1):
        sum += i**2
    return sum",0.9298,-2.3302386191710007
936,1,"

def solve(tuples, ordered_list):
    new_tuples = []
    for item in ordered_list:
        for tup in tuples:
            if tup[0] == item:
                new_tuples.append(tup)
    return new_tuples",0.8937,-5.280015914103002
936,2,"

def solve(tuples, order_list):
    new_tuples = []
    for item in order_list:
        for tup in tuples:
            if tup[0] == item:
                new_tuples.append(tup)
    return new_tuples",0.8587,-7.162463149660001
936,3,"

def solve(tuples, order):
    result = []
    for item in order:
        for tup in tuples:
            if tup[0] == item:
                result.append(tup)
                break
    return result",0.8863,-5.429357468692999
936,4,"

def solve(tuples, order):
    ordered_tuples = []
    for item in order:
        for tup in tuples:
            if item in tup:
                ordered_tuples.append(tup)
                tuples.remove(tup)
                break
    return ordered_tuples",0.8488,-8.359383821864993
936,5,"

def solve(tuples, ordered_list):
    result = []
    for item in ordered_list:
        for t in tuples:
            if t[0] == item:
                result.append(t)
                break
    return result",0.8737,-6.212006606737999
937,1,"

def solve(string):
    char_count = {}
    for char in string:
        char_count[char] = char_count.get(char, 0) + 1
    max_count = 0
    most_common_char = ''
    for char, count in char_count.items():
        if count > max_count:
            max_count = count
            most_common_char = char
    return most_common_char",0.8995,-8.684355736478006
937,2,"

def solve(string):
    count = {}
    for char in string:
        if char in count:
            count[char] += 1
        else:
            count[char] = 1
    max_count = 0
    max_char = ''
    for char in count:
        if count[char] > max_count:
            max_count = count[char]
            max_char = char
    return max_char",0.9263,-6.428275116607001
937,3,"

def solve(string):
    # create a dictionary to store the count of each character
    char_count = {}
    
    # loop through the string and update the count for each character
    for char in string:
        if char in char_count:
            char_count[char] += 1
        else:
            char_count[char] = 1
    
    # find the character with the highest count
    most_common_char = max(char_count, key=char_count.get)
    
    # return the most common character
    return most_common_char",0.8864,-13.382926456159796
937,4,"

def solve(s):
    count = {}
    for char in s:
        if char in count:
            count[char] += 1
        else:
            count[char] = 1
    max_char = """"
    max_count = 0
    for char, count in count.items():
        if count > max_count:
            max_char = char
            max_count = count
    return max_char",0.8654,-12.147442135212996
937,5,"

def solve(string):
    count = {}
    for char in string:
        if char in count:
            count[char] += 1
        else:
            count[char] = 1
    most_common = max(count, key=count.get)
    return most_common",0.9113,-5.110401686601298
938,1,"

def solve(arr1, arr2, arr3):

    # initialize the result list
    result = []

    # initialize the pointers for each array
    i = 0
    j = 0
    k = 0

    # loop until one of the pointers reaches the end of its respective array
    while i < len(arr1) and j < len(arr2) and k < len(arr3):

        # find the maximum value among the current elements from each array
        max_val = max(arr1[i], arr2[j], arr3[k])

        # append the maximum value to the result list
        result.append(max_val)

        # update the pointers based on which array the maximum value came from
        if max_val == arr1[i]:
            i += 1
        elif max_val == arr2[j]:
            j += 1
        else:
            k += 1

    # return the last three elements from the result list
    return result[-3:]",0.8464,-34.682668282272914
938,2,"

def solve(arr1, arr2, arr3):
    i = 0
    j = 0
    k = 0
    result = []
    min_diff = float('inf')

    while i < len(arr1) and j < len(arr2) and k < len(arr3):
        current_diff = abs(max(arr1[i], arr2[j], arr3[k]) - min(arr1[i], arr2[j], arr3[k]))
        if current_diff < min_diff:
            min_diff = current_diff
            result = [arr1[i], arr2[j], arr3[k]]
        
        min_val = min(arr1[i], arr2[j], arr3[k])
        if arr1[i] == min_val:
            i += 1
        elif arr2[j] == min_val:
            j += 1
        else:
            k += 1
    
    return result",0.9097,-17.88908327197051
938,3,"

def solve(arr1, arr2, arr3):
    i = 0
    j = 0
    k = 0
    min_diff = float('inf')
    result = []
    while i < len(arr1) and j < len(arr2) and k < len(arr3):
        max_num = max(arr1[i], arr2[j], arr3[k])
        min_num = min(arr1[i], arr2[j], arr3[k])
        diff = max_num - min_num
        if diff < min_diff:
            min_diff = diff
            result = [arr1[i], arr2[j], arr3[k]]
        if min_num == arr1[i]:
            i += 1
        elif min_num == arr2[j]:
            j += 1
        else:
            k += 1
    return result",0.9588,-7.491439780732792
938,4,"

def solve(arr1, arr2, arr3):
    result = []
    i = 0
    j = 0
    k = 0
    while i < len(arr1) and j < len(arr2) and k < len(arr3):
        min_val = min(arr1[i], arr2[j], arr3[k])
        max_val = max(arr1[i], arr2[j], arr3[k])
        result.append((min_val, max_val))
        if min_val == arr1[i]:
            i += 1
        elif min_val == arr2[j]:
            j += 1
        else:
            k += 1
    return result",0.942,-8.4868930922409
938,5,"

def solve(arr1, arr2, arr3):
    i = 0
    j = 0
    k = 0
    min_diff = float('inf')
    result = []

    while i < len(arr1) and j < len(arr2) and k < len(arr3):
        max_num = max(arr1[i], arr2[j], arr3[k])
        min_num = min(arr1[i], arr2[j], arr3[k])
        diff = max_num - min_num

        if diff < min_diff:
            min_diff = diff
            result = [arr1[i], arr2[j], arr3[k]]

        if min_num == arr1[i]:
            i += 1
        elif min_num == arr2[j]:
            j += 1
        else:
            k += 1

    return result",0.9565,-7.909204248754801
939,1,"

def solve(list_of_dicts):
    return sorted(list_of_dicts, key=lambda dict: dict['key'])",0.7292,-6.947320610502002
939,2,"

def solve(list_of_dicts, key):
    return sorted(list_of_dicts, key=lambda x: x[key])",0.8815,-2.9022558096949993
939,3,"

def solve(list_of_dicts):
    sorted_list = sorted(list_of_dicts, key=lambda x: x['key'])
    return sorted_list",0.8448,-4.721648725652002
939,4,"

def solve(list_of_dicts):
    list_of_dicts.sort(key = lambda x: x['key'])
    return list_of_dicts",0.8132,-5.376002160093
939,5,"

def solve(list_of_dicts, key):
    return sorted(list_of_dicts, key=lambda x: x[key])",0.8815,-2.9022558096949993
940,1,"

def solve(arr):
    def heapify(arr, n, i):
        largest = i
        l = 2 * i + 1
        r = 2 * i + 2
        if l < n and arr[l] > arr[largest]:
            largest = l
        if r < n and arr[r] > arr[largest]:
            largest = r
        if largest != i:
            arr[i], arr[largest] = arr[largest], arr[i]
            heapify(arr, n, largest)

    def build_heap(arr):
        n = len(arr)
        for i in range(n // 2 - 1, -1, -1):
            heapify(arr, n, i)

    def heap_sort(arr):
        n = len(arr)
        build_heap(arr)
        for i in range(n - 1, 0, -1):
            arr[i], arr[0] = arr[0], arr[i]
            heapify(arr, i, 0)

    heap_sort(arr)
    return arr",0.9408,-13.2919356815208
940,2,"

def solve(arr): 
    n = len(arr) 
  
    # Build a maxheap. 
    for i in range(n, -1, -1): 
        heapify(arr, n, i) 
  
    # One by one extract elements 
    for i in range(n-1, 0, -1): 
        arr[i], arr[0] = arr[0], arr[i] # swap 
        heapify(arr, i, 0) 
  
def heapify(arr, n, i): 
    largest = i # Initialize largest as root 
    l = 2 * i + 1     # left = 2*i + 1 
    r = 2 * i + 2     # right = 2*i + 2 
  
    # See if left child of root exists and is 
    # greater than root 
    if l < n and arr[i] < arr[l]: 
        largest = l 
  
    # See if right child of root exists and is 
    # greater than root 
    if r < n and arr[largest] < arr[r]: 
        largest = r 
  
    # Change root, if needed 
    if largest != i: 
        arr[i],arr[largest] = arr[largest],arr[i] # swap 
  
        # Heapify the root. 
        heapify(arr, n, largest)",0.9665,-9.77473458423971
940,3,"

def solve(arr):
    # Heapify the array
    def heapify(arr, n, i):
        largest = i
        left = 2*i + 1
        right = 2*i + 2
        
        if left < n and arr[left] > arr[largest]:
            largest = left
        
        if right < n and arr[right] > arr[largest]:
            largest = right
        
        if largest != i:
            arr[i], arr[largest] = arr[largest], arr[i]
            heapify(arr, n, largest)
    
    n = len(arr)
    
    for i in range(n//2, -1, -1):
        heapify(arr, n, i)
    
    # Sort the array
    for i in range(n-1, 0, -1):
        arr[i], arr[0] = arr[0], arr[i]
        heapify(arr, i, 0)
    
    return arr",0.8916,-22.945999829589592
940,4,"

def solve(arr):
    n = len(arr)

    # Build max heap
    for i in range(n//2 - 1, -1, -1):
        heapify(arr, n, i)

    # Heap sort
    for i in range(n-1, 0, -1):
        # Swap root and last element
        arr[i], arr[0] = arr[0], arr[i]
        # Heapify root element
        heapify(arr, i, 0)

    return arr

def heapify(arr, n, i):
    largest = i
    l = 2*i + 1
    r = 2*i + 2

    # Check if left child exists and is greater than root
    if l < n and arr[l] > arr[largest]:
        largest = l
    # Check if right child exists and is greater than root
    if r < n and arr[r] > arr[largest]:
        largest = r

    # Swap root and largest child if necessary
    if largest != i:
        arr[i], arr[largest] = arr[largest], arr[i]
        # Recursively heapify the affected subtree
        heapify(arr, n, largest)",0.906,-25.45751641659121
940,5,"

def solve(arr):
    def heapify(arr, n, i):
        largest = i 
        l = 2 * i + 1 
        r = 2 * i + 2 
        if l < n and arr[i] < arr[l]:
            largest = l
        if r < n and arr[largest] < arr[r]:
            largest = r
        if largest != i:
            arr[i], arr[largest] = arr[largest], arr[i]
            heapify(arr, n, largest)

    n = len(arr)
    for i in range(n // 2 - 1, -1, -1):
        heapify(arr, n, i)
    for i in range(n-1, 0, -1):
        arr[i], arr[0] = arr[0], arr[i]
        heapify(arr, i, 0)
    return arr",0.9283,-13.990631535671998
941,1,"

def solve(lst):
    count = 0
    for element in lst:
        if isinstance(element, tuple):
            return count
        else:
            count += 1
    return count",0.9072,-3.8961748942290018
941,2,"

def solve(lst):
    count = 0
    for element in lst:
        if type(element) == tuple:
            break
        count += 1
    return count",0.9148,-3.2943407864575005
941,3,"

def solve(lst):
    count = 0
    for element in lst:
        if isinstance(element, tuple):
            return count
        count += 1
    return count",0.9033,-3.763945593580501
941,4,"

def solve(lst):
    count = 0
    for element in lst:
        if type(element) == tuple:
            break
        count += 1
    return count",0.9148,-3.2943407864575005
941,5,"

def solve(lst):
    count = 0
    for item in lst:
        if isinstance(item, tuple):
            break
        count += 1
    return count",0.8889,-4.240187658819799
942,1,"

def solve(given_list, search_list):
    for element in search_list:
        if element in given_list:
            return True
    return False",0.8212,-6.1059472807769986
942,2,"

def solve(list1, list2):
    for element in list1:
        if element in list2:
            return True
    return False",0.9478,-1.608439946043
942,3,"

def solve(lst1, lst2):
    for elem in lst1:
        if elem in lst2:
            return True
    return False",0.9094,-2.8482988711199995
942,4,"

def solve(list1, list2):
    for element in list1:
        if element in list2:
            return True
    return False",0.9478,-1.608439946043
942,5,"

def solve(list1, list2):
    for elem in list1:
        if elem in list2:
            return True
    return False",0.9038,-3.033793407266
943,1,"

import heapq
def solve(list1, list2):
    result = []
    heapq.heapify(list1)
    heapq.heapify(list2)
    while list1 and list2:
        if list1[0] < list2[0]:
            result.append(heapq.heappop(list1))
        else:
            result.append(heapq.heappop(list2))
    result.extend(list1)
    result.extend(list2)
    return result",0.9207,-7.515776425042699
943,2,"

def solve(list1, list2):
    import heapq

    # combine both lists
    combined_list = list1 + list2
    
    # use heapq module to heapify the combined list
    heapq.heapify(combined_list)
    
    # create an empty list to store the sorted elements
    sorted_list = []
    
    # loop until the combined list is empty
    while combined_list:
        
        # remove the smallest element from the heap and append it to the sorted list
        smallest = heapq.heappop(combined_list)
        sorted_list.append(smallest)
    
    # return the sorted list
    return sorted_list",0.7989,-29.406061529062185
943,3,"

from heapq import merge

def solve(list1, list2):
    return list(merge(list1, list2))
    
#Example:
# solve([1,3,5,7], [2,4,6,8])  ==> [1,2,3,4,5,6,7,8]",0.7003,-24.227791219938105
943,4,"

import heapq

def solve(list1, list2):
    heap = []
    for num in list1:
        heapq.heappush(heap, num)
    for num in list2:
        heapq.heappush(heap, num)
    combined_list = []
    while heap:
        combined_list.append(heapq.heappop(heap))
    return combined_list",0.9214,-5.893128923608998
943,5,"

import heapq

def solve(list1, list2):
    heap = heapq.merge(list1, list2)
    return list(heap)",0.834,-5.080937427267
944,1,"

def solve(string):
    numbers = []
    positions = []
    for i in range(len(string)):
        if string[i].isdigit():
            numbers.append(string[i])
            positions.append(i)
    print(""Numbers:"", numbers)
    print(""Positions:"", positions)",0.941,-3.2213471893552996
944,2,"

def solve(string):
    numbers = []
    positions = []
    for i in range(len(string)):
        if string[i].isdigit():
            numbers.append(string[i])
            positions.append(i)
    print(""Numbers:"", numbers)
    print(""Positions:"", positions)",0.941,-3.2213471893552996
944,3,"

def solve(string):
    numbers = []
    positions = []
    for index, char in enumerate(string):
        if char.isdigit():
            numbers.append(char)
            positions.append(index)
    print(""Numbers:"", numbers)
    print(""Positions:"", positions)",0.9103,-4.790703388247501
944,4,"

def solve(string):
    numbers = []
    positions = []

    for i, char in enumerate(string):
        if char.isdigit():
            numbers.append(char)
            positions.append(i+1)

    print(""Numbers: "", numbers)
    print(""Positions: "", positions)",0.8401,-9.581124193409298
944,5,"

def solve(string):
    numbers = []
    positions = []
    for i, char in enumerate(string):
        if char.isdigit():
            numbers.append(char)
            positions.append(i)
    print(""Numbers:"", numbers)
    print(""Positions:"", positions)",0.9141,-4.579902442876501
945,1,"

def solve(tuples):
    result = set()
    for t in tuples:
        result.add(t)
    return result",0.7922,-5.824284448696
945,2,"

def solve(tuples):
    return set(tuples)",0.9571,-0.5258204761
945,3,"

def solve(tuples):
    return set(tuples)",0.9571,-0.5258204761
945,4,"
def solve(tuples):
    return set(tuples)",0.768,-3.1679328810799996
945,5,"

def solve(tuples):
    return set(tuples)",0.9571,-0.5258204761
946,1,"

def solve(text):
    counts = {}
    for char in text:
        if char in counts:
            counts[char] += 1
        else:
            counts[char] = 1
    
    most_common = []
    max_count = 0
    for char, count in counts.items():
        if count > max_count:
            most_common = [char]
            max_count = count
        elif count == max_count:
            most_common.append(char)
    
    return most_common, max_count",0.94,-6.315634447612601
946,2,"

def solve(text):
    counts = {}
    for word in text.split():
        if word in counts:
            counts[word] += 1
        else:
            counts[word] = 1
    most_common = []
    for key, value in counts.items():
        if value == max(counts.values()):
            most_common.append((key, value))
    return most_common",0.8904,-8.941009707983996
946,3,"

def solve(text):
    # convert text to lowercase
    text = text.lower()
    
    # create a dictionary to store the counts of each element
    counts = {}
    
    # loop through each character in the text
    for char in text:
        # check if the character is a letter
        if char.isalpha():
            # check if the character is already in the dictionary
            if char in counts:
                # increment the count of the character by 1
                counts[char] += 1
            else:
                # add the character to the dictionary with a count of 1
                counts[char] = 1
    
    # find the maximum count
    max_count = max(counts.values())
    
    # create a list to store the most common elements
    most_common = []
    
    # loop through the dictionary to find the elements with the maximum count
    for key, value in counts.items():
        # check if the current value is equal to the maximum count
        if value == max_count:
            # add the key to the list of most common elements
            most_common.append(key)
    
    # sort the list in alphabetical order
    most_common.sort()
    
    # return the list of most common elements and their counts
    return most_common, max_count",0.8815,-33.790051286671016
946,4,"

def solve(text):
    
    # create a dictionary to store the counts of each element
    counts = {}
    
    # iterate through each character in the text
    for char in text:
        
        # if the character is already in the dictionary, increase its count by 1
        if char in counts:
            counts[char] += 1
            
        # if the character is not in the dictionary, add it with a count of 1
        else:
            counts[char] = 1
            
    # find the maximum count in the dictionary
    max_count = max(counts.values())
    
    # create a list to store the most common elements
    most_common = []
    
    # iterate through the dictionary
    for key, value in counts.items():
        
        # if the count of the element is equal to the maximum count, add it to the most_common list
        if value == max_count:
            most_common.append(key)
    
    # sort the most_common list in alphabetical order
    most_common.sort()
    
    # print the most common elements and their counts
    print(""Most common elements and their counts:"")
    for element in most_common:
        print(element, "":"", max_count)
        
    # return the most_common list for further use, if needed
    return most_common",0.8575,-41.36047796324101
946,5,"

def solve(text):
    counts = {}
    for char in text:
        if char in counts:
            counts[char] += 1
        else:
            counts[char] = 1
    
    max_count = max(counts.values())
    common_elements = [key for key, value in counts.items() if value == max_count]
    
    return common_elements, max_count",0.9078,-7.449844962362
947,1,"

def solve(words):
    shortest = len(words[0])
    for word in words:
        if len(word) < shortest:
            shortest = len(word)
    return shortest",0.9659,-1.2474917896336004
947,2,"

def solve(words):
    shortest_word = min(words, key=len)
    return len(shortest_word)",0.8552,-3.442418309476301
947,3,"

def solve(words):
    shortest = len(words[0])
    for word in words:
        if len(word) < shortest:
            shortest = len(word)
    return shortest",0.9659,-1.2474917896336004
947,4,"

def solve(words):
    shortest = len(words[0])
    for word in words:
        if len(word) < shortest:
            shortest = len(word)
    return shortest",0.9659,-1.2474917896336004
947,5,"

def solve(words):
    shortest = len(words[0])
    for word in words:
        if len(word) < shortest:
            shortest = len(word)
    return shortest",0.9659,-1.2474917896336004
948,1,"

def solve(tup, index):
    return tup[index]",0.9331,-0.90007482769
948,2,"

def solve(tup, n):
    return tup[n]",0.6757,-5.095948770490001
948,3,"

def solve(tup, index):
    return tup[index]",0.9331,-0.90007482769
948,4,"

def solve(tuple, index):
    return tuple[index]",0.8707,-1.6614998864
948,5,"

def solve(tuple, index):
    return tuple[index]",0.8707,-1.6614998864
949,1,"

def solve(tuple_list):
    return sorted(tuple_list, key=lambda x: sum([len(str(i)) for i in x]))",0.8857,-3.27678004344
949,2,"

def solve(tuple_list):
    sorted_list = sorted(tuple_list, key=lambda x: sum([len(str(num)) for num in x]))
    return sorted_list",0.8534,-5.23317826849
949,3,"

def solve(tup_list):
    tup_list.sort(key=lambda x: sum(map(lambda y: len(str(y)), x)), reverse=True)
    return tup_list",0.8061,-7.113451364712999
949,4,"

def solve(tuple_list):
    return sorted(tuple_list, key=lambda x: sum(len(str(i)) for i in x))",0.8719,-3.5642235586600006
949,5,"

def solve(tuple_list):
    sorted_tuple_list = sorted(tuple_list, key=lambda x: sum([len(str(num)) for num in x]))
    return sorted_tuple_list",0.8293,-6.549502656373
950,1,"

def solve(year):
    zodiac = [""Monkey"", ""Rooster"", ""Dog"", ""Pig"", ""Rat"", ""Ox"", ""Tiger"", ""Rabbit"", ""Dragon"", ""Snake"", ""Horse"", ""Goat""]
    return zodiac[(year-1900) % 12]",0.8972,-7.264942644555501
